,CIK,Charter_ID,Date_Coded,Date_Filing,CompanyName,State,FullRestate,EntityType,MultComm,MultCommUnequal,MultPreferred,PreferredVote,PreferredVoteLimited,BlankCheck1,BustBankSHVote,BustBankBoD,ReallocateComPref,UnequalVote,WCterm,WCCond,WCProhibit,SMTerm,SMCond,SMProhibit,StaggeredBd,StaggeredBdPhaseOut,CumulativeVoting,CharterSupMaj,MergerSupMaj,CorpOppDirector,CorpOppOfficer,CorpOppSH,Directors102b7,Officers102b7,IndemnityDirector,IndemnityOfficer,AdvancementDirector,AdvancementOfficer,InsuranceDirector,InsuranceOfficer
2491,39899,39899E20150628,2015-04-29,2015-05-01,TEGNA INC,DE,N,Corp,N,,Y,N,,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,N,Partly,Y,N,N,N,Y,N,N,N,N,N,N,N
2492,39899,39899F20150628,2015-06-28,2015-07-02,TEGNA INC,DE,N,Corp,N,,Y,N,,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,N,Partly,Y,N,N,N,Y,N,N,N,N,N,N,N
2493,39911,39911A19990504,1998-04-28,1998-06-12,GAP INC,DE,N,Corp,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494,39911,39911B19990504,1999-05-04,2000-04-04,GAP INC,DE,N,Corp,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495,40211,40211A20131022,1998-07-24,2002-05-15,GATX CORP,NY,N,Corp,,,Y,Y,N,,,,,,,,,Y,Y,N,,,,Partly,,,,,,,,,,,,
2496,40211,40211B20131022,2005-12-02,2006-03-10,GATX CORP,NY,Y,Corp,N,,Y,Y,N,Y,N,N,N,N,N,,,Y,Y,N,N,,N,Partly,N,N,N,N,Y,N,N,N,N,N,N,N
2497,40211,40211C20131022,2007-08-17,2007-08-20,GATX CORP,NY,Y,Corp,N,,Y,Y,N,Y,N,N,N,N,N,,,Y,Y,N,N,,N,Partly,N,N,N,N,Y,N,N,N,N,N,N,N
2498,40211,40211D20131022,2008-12-16,2008-12-18,GATX CORP,NY,N,Corp,N,,Y,Y,N,Y,N,N,N,N,N,,,Y,Y,N,N,,N,Partly,N,N,N,N,Y,N,N,N,N,N,N,N
2499,40211,40211E20131022,2013-10-22,2013-10-31,GATX CORP,NY,N,Corp,N,,Y,N,,Y,N,N,N,N,N,,,N,Y,,N,,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
2500,40211,40211E20131022,2013-10-22,2013-10-31,GATX CORP,NY,N,Corp,N,,Y,N,,Y,N,N,N,N,N,,,N,Y,,N,,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
2501,40461,40461A19791105,1979-11-05,1998-07-24,GENERAL BINDING LLC,DE,Y,Corp,Y,Y,N,N,,N,N,N,N,N,N,,,N,,,N,,N,N,N,N,N,N,N,N,Require,Require,Allow,Allow,Allow,Allow
2502,40533,40533A20041006,1999-07-30,1999-08-11,GENERAL DYNAMICS CORP,DE,Y,,N,,Y,N,,Y,N,N,N,N,N,,,N,,,N,,N,N,N,N,N,N,Y,N,Require,Require,Allow,Allow,N,N
2503,40533,40533B20041006,2002-05-07,2002-05-15,GENERAL DYNAMICS CORP,DE,N,,N,,Y,N,,Y,N,N,N,N,N,,,N,,,N,,N,N,N,N,N,N,Y,N,Require,Require,Allow,Allow,N,N
2504,40533,40533C20041006,2004-10-06,2004-10-07,GENERAL DYNAMICS CORP,DE,Y,,N,,Y,N,,Y,N,N,N,N,N,,,N,,,N,,N,N,N,N,N,N,Y,N,Require,Require,Allow,Allow,N,N
2505,40545,40545A20191209,1994-04-28,1994-04-28,GENERAL ELECTRIC CO,NY,Y,Corp,N,,Y,N,,Y,N,N,N,N,N,,,N,,,N,,N,N,N,N,N,N,Y,N,Require,Require,Require,Require,N,N
2506,40545,40545B20191209,1997-04-28,1997-04-28,GENERAL ELECTRIC CO,NY,Y,Corp,N,,Y,N,,Y,N,N,N,N,N,,,N,,,N,,N,N,N,N,N,N,Y,N,Require,Require,Require,Require,N,N
2507,40545,40545C20191209,2000-04-27,2000-05-01,GENERAL ELECTRIC CO,NY,Y,Corp,N,,Y,N,,Y,N,N,N,N,N,,,N,,,N,,N,N,N,N,N,N,Y,N,Require,Require,Require,Require,N,N
2508,40545,40545D20191209,2007-04-25,2007-04-27,GENERAL ELECTRIC CO,NY,Y,Corp,N,,Y,N,,Y,N,N,N,N,N,,,N,,,N,,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
2509,40545,40545E20191209,2008-10-20,2008-10-20,GENERAL ELECTRIC CO,NY,Y,Corp,N,,Y,Y,Y,Y,N,N,N,N,N,,,N,,,N,,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
2510,40545,40545F20191209,2011-11-04,2011-11-07,GENERAL ELECTRIC CO,NY,Y,Corp,N,,Y,N,,Y,N,N,N,N,N,,,N,,,N,,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
2511,40545,40545G20191209,2014-01-16,2014-02-27,GENERAL ELECTRIC CO,NY,Y,Corp,N,,Y,N,,Y,N,N,N,N,N,,,N,,,N,,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
2512,40545,40545H20191209,2015-12-02,2015-12-03,GENERAL ELECTRIC CO,NY,N,Corp,N,,Y,N,,Y,N,N,N,N,N,,,N,,,N,,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
2513,40545,40545I20191209,2016-01-19,2016-01-20,GENERAL ELECTRIC CO,NY,N,Corp,N,,Y,N,,Y,N,N,N,N,N,,,N,,,N,,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
2514,40545,40545J20191209,2016-09-01,2016-09-01,GENERAL ELECTRIC CO,NY,N,Corp,N,,Y,N,,Y,N,N,N,N,N,,,N,,,N,,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
2515,40545,40545K20191209,2019-05-13,2019-05-13,GENERAL ELECTRIC CO,NY,N,Corp,N,,Y,N,,Y,N,N,N,N,N,,,N,,,N,,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
2516,40545,40545L20191209,2019-12-09,2019-12-09,GENERAL ELECTRIC CO,NY,N,Corp,N,,Y,N,,Y,N,N,N,N,N,,,N,,,N,,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
2517,40704,40704A20070920,1994-09-19,1995-08-16,GENERAL MILLS INC,DE,Y,,N,,Y,Y,N,Y,N,N,N,N,Y,Y,Y,Y,Y,N,N,,N,Partly,N,N,N,N,Y,N,N,N,N,N,N,N
2518,40704,40704B20070920,1997-10-03,1997-10-03,GENERAL MILLS INC,DE,Y,,N,,Y,Y,N,Y,N,N,N,N,Y,Y,Y,Y,N,N,N,,N,Partly,N,N,N,N,Y,N,N,N,N,N,N,N
2519,40704,40704C20070920,2002-08-14,2002-08-14,GENERAL MILLS INC,DE,Y,,N,,Y,N,N,Y,N,N,N,N,Y,Y,Y,N,,,N,,N,Partly,N,N,N,N,Y,N,N,N,N,N,N,N
2520,40704,40704D20070920,2007-09-20,2009-07-13,GENERAL MILLS INC,DE,Y,,N,,Y,N,N,Y,N,N,N,N,Y,Y,Y,N,,,N,,N,Partly,N,N,N,N,Y,N,N,N,N,N,N,N
2521,40888,40888A20150427,2000-03-29,2000-10-12,"AEROJET ROCKETDYNE HOLDINGS, INC.",OH,Y,Corp,N,,Y,Y,N,Y,N,N,N,N,N,,,N,,,Y,,Prohibit,Partly,N,N,N,N,N,N,N,N,N,N,N,N
2522,40888,40888B20150427,2003-10-06,2003-10-06,"AEROJET ROCKETDYNE HOLDINGS, INC.",OH,Y,Corp,N,,Y,Y,N,Y,N,N,N,N,N,,,N,,,Y,,Prohibit,Partly,N,N,N,N,N,N,N,N,N,N,N,N
2523,40888,40888C20150427,2008-01-25,2008-01-25,"AEROJET ROCKETDYNE HOLDINGS, INC.",OH,Y,Corp,N,,Y,Y,N,Y,N,N,N,N,N,,,N,,,Y,,Prohibit,Partly,N,N,N,N,N,N,N,N,N,N,N,N
2524,40888,40888D20150427,2014-04-11,2014-04-11,"AEROJET ROCKETDYNE HOLDINGS, INC.",DE,Y,Corp,N,,Y,N,,Y,N,N,N,N,N,,,N,,,N,,N,N,N,N,N,N,Y,N,Require,Require,Require,Require,Allow,Allow
2525,40888,40888E20150427,2015-04-27,2016-02-16,"AEROJET ROCKETDYNE HOLDINGS, INC.",DE,Y,Corp,N,,Y,N,,Y,N,N,N,N,N,,,N,,,N,,N,N,N,N,N,N,Y,N,Require,Require,Require,Require,Allow,Allow
2526,40987,40987A20070423,1994-04-18,1995-03-22,GENUINE PARTS CO,GA,N,Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527,40987,40987B20070423,2004-11-15,2004-11-16,GENUINE PARTS CO,GA,Y,Corp,N,,Y,N,,Y,N,N,N,N,N,,,N,,,Y,,N,Partly,Y,N,N,N,Y,N,N,N,N,N,N,N
2528,40987,40987C20070423,2007-04-23,2007-04-23,GENUINE PARTS CO,GA,Y,Corp,N,,Y,N,,Y,N,N,N,N,N,,,N,,,Y,,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N
2529,41077,41077A19980331,1989-10-30,1995-03-17,GEORGIA PACIFIC CORP,GA,Y,,N,,Y,Y,N,Y,N,N,N,N,N,,,N,,,N,,N,Partly,N,N,N,N,Y,N,N,N,N,N,N,N
2530,41077,41077B19980331,1997-12-16,1997-12-18,GEORGIA PACIFIC CORP,GA,Y,,Y,Y,Y,Y,N,Y,N,N,N,N,N,,,N,,,N,,N,Partly,N,N,N,N,Y,N,N,N,N,N,N,N
2531,41077,41077C19980331,1998-03-31,1998-08-13,GEORGIA PACIFIC CORP,GA,N,,Y,Y,Y,Y,N,Y,N,N,N,N,N,,,N,,,N,,N,Partly,N,N,N,N,Y,N,N,N,N,N,N,N
2532,41133,41133A20041210,1997-09-12,1999-03-01,GERBER SCIENTIFIC INC,CT,Y,,N,,Y,N,,Y,N,N,N,N,Y,,N,Y,,N,Y,,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
2533,41133,41133B20041210,2004-12-10,2004-12-10,GERBER SCIENTIFIC INC,CT,Y,,N,,Y,N,,Y,N,N,N,N,N,,,N,,,N,,N,N,N,N,N,N,Y,N,Require,N,N,Allow,N,N
2534,41499,41499A20001128,1987-04-16,2001-01-11,GILLETTE CO,DE,Y,Corp,N,,Y,N,,Y,N,N,N,N,N,,,N,,,Y,,N,Partly,N,N,N,N,Y,N,N,N,N,N,N,N
2535,41499,41499B20001128,1988-09-15,2001-01-11,GILLETTE CO,DE,N,Corp,N,,Y,N,,Y,N,N,N,N,N,,,N,,,Y,,N,Partly,N,N,N,N,Y,N,N,N,N,N,N,N
2536,41499,41499C20001128,1989-07-20,2001-01-11,GILLETTE CO,DE,N,Corp,N,,Y,Y,N,Y,N,N,N,N,N,,,N,,,Y,,N,Partly,N,N,N,N,Y,N,N,N,N,N,N,N
2537,41499,41499D20001128,1989-07-27,2001-01-11,GILLETTE CO,DE,N,Corp,N,,Y,Y,N,Y,N,N,N,N,N,,,N,,,Y,,N,Partly,N,N,N,N,Y,N,N,N,N,N,N,N
2538,41499,41499E20001128,1990-01-17,2001-01-11,GILLETTE CO,DE,N,Corp,N,,Y,Y,N,Y,N,N,N,N,N,,,N,,,Y,,N,Partly,N,N,N,N,Y,N,N,N,N,N,N,N
2539,41499,41499F20001128,1991-04-18,2001-01-11,GILLETTE CO,DE,N,Corp,N,,Y,Y,N,Y,N,N,N,N,N,,,N,,,Y,,N,Partly,N,N,N,N,Y,N,N,N,N,N,N,N
2540,41499,41499G20001128,1991-07-18,2001-01-11,GILLETTE CO,DE,N,Corp,N,,Y,Y,N,Y,N,N,N,N,N,,,N,,,Y,,N,Partly,N,N,N,N,Y,N,N,N,N,N,N,N
2541,41499,41499H20001128,1994-07-05,2001-01-11,GILLETTE CO,DE,N,Corp,N,,Y,Y,N,Y,N,N,N,N,N,,,N,,,Y,,N,Partly,N,N,N,N,Y,N,N,N,N,N,N,N
2542,41499,41499I20001128,1995-04-20,2001-01-11,GILLETTE CO,DE,N,Corp,N,,Y,Y,N,Y,N,N,N,N,N,,,N,,,Y,,N,Partly,N,N,N,N,Y,N,N,N,N,N,N,N
2543,41499,41499J20001128,1996-12-09,2001-01-11,GILLETTE CO,DE,N,Corp,N,,Y,Y,N,Y,N,N,N,N,N,,,N,,,Y,,N,Partly,N,N,N,N,Y,N,N,N,N,N,N,N
2544,41499,41499K20001128,1997-06-23,2001-01-11,GILLETTE CO,DE,N,Corp,N,,Y,Y,N,Y,N,N,N,N,N,,,N,,,Y,,N,Partly,N,N,N,N,Y,N,N,N,N,N,N,N
2545,41499,41499L20001128,1998-04-16,2001-01-11,GILLETTE CO,DE,N,Corp,N,,Y,Y,N,Y,N,N,N,N,N,,,N,,,Y,,N,Partly,N,N,N,N,Y,N,N,N,N,N,N,N
2546,41499,41499M20001128,2000-11-28,2001-01-11,GILLETTE CO,DE,N,Corp,N,,Y,Y,N,Y,N,N,N,N,N,,,N,,,Y,,N,Partly,N,N,N,N,Y,N,N,N,N,N,N,N
2547,41719,41719A20130328,1977-04-27,1994-03-25,Glatfelter Corp,PA,Y,Corp,N,,Y,Y,Y,Y,N,N,N,N,N,,,N,,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2548,41719,41719B20130328,2007-12-20,2008-03-13,Glatfelter Corp,PA,N,Corp,N,,Y,Y,Y,Y,N,N,N,N,N,,,N,,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2549,41719,41719C20130328,2008-03-13,2008-03-13,Glatfelter Corp,PA,Y,Corp,N,,Y,Y,Y,Y,N,N,N,N,N,,,N,,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2550,41719,41719D20130328,2013-03-28,2020-02-25,Glatfelter Corp,PA,Y,Corp,N,,Y,Y,Y,Y,N,N,N,N,N,,,N,,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2551,42293,42293A20040430,1984-07-31,2004-05-07,GOLDEN WEST FINANCIAL CORP /DE/,DE,Y,Corp,N,,Y,Y,Y,Y,Y,N,N,N,N,,,N,,,Y,,N,Partly,Y,N,N,N,Y,N,N,N,N,N,N,N
2552,42293,42293B20040430,1987-05-07,2004-05-07,GOLDEN WEST FINANCIAL CORP /DE/,DE,N,Corp,N,,Y,Y,Y,Y,Y,N,N,N,N,,,N,,,Y,,N,Partly,Y,N,N,N,Y,N,N,N,N,N,N,N
2553,42293,42293C20040430,1990-05-24,2004-05-07,GOLDEN WEST FINANCIAL CORP /DE/,DE,N,Corp,N,,Y,Y,Y,Y,Y,N,N,N,N,,,N,,,Y,,N,Partly,Y,N,N,N,Y,N,N,N,N,N,N,N
2554,42293,42293D20040430,2004-04-30,2004-05-07,GOLDEN WEST FINANCIAL CORP /DE/,DE,N,Corp,N,,Y,Y,Y,Y,Y,N,N,N,N,,,N,,,Y,,N,Partly,Y,N,N,N,Y,N,N,N,N,N,N,N
2555,42542,42542A20031022,2003-10-22,2003-11-12,GOODRICH CORP,NY,N,Corp,N,,Y,Y,N,Y,N,N,N,N,N,,,N,,,N,,N,Partly,Y,N,N,N,Y,N,N,N,N,N,N,N
2556,42582,42582A20150413,1954-12-20,1996-07-25,GOODYEAR TIRE & RUBBER CO /OH/,OH,Y,Corp,N,,N,N,,N,N,N,N,N,N,,,N,,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2557,42582,42582A20150413,1954-12-20,1996-07-25,GOODYEAR TIRE & RUBBER CO /OH/,OH,Y,Corp,N,,N,N,,N,N,N,N,N,N,,,N,,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2558,42582,42582C20150413,1993-04-06,1996-07-25,GOODYEAR TIRE & RUBBER CO /OH/,OH,N,Corp,N,,Y,Y,Y,Y,Y,N,N,N,N,,,N,,,N,,N,Partly,Y,N,N,N,N,N,N,N,N,N,N,N
2559,42582,42582D20150413,1996-06-04,1996-07-25,GOODYEAR TIRE & RUBBER CO /OH/,OH,N,Corp,N,,Y,Y,Y,Y,Y,N,N,N,N,,,N,,,N,,N,Partly,Y,N,N,N,N,N,N,N,N,N,N,N
2560,42582,42582E20150413,2006-04-18,2006-05-04,GOODYEAR TIRE & RUBBER CO /OH/,OH,N,Corp,N,,Y,Y,Y,Y,Y,N,N,N,N,,,N,,,N,,N,Partly,Y,N,N,N,N,N,N,N,N,N,N,N
2561,42582,42582F20150413,2015-04-13,2015-07-29,GOODYEAR TIRE & RUBBER CO /OH/,OH,N,Corp,N,,Y,Y,Y,Y,Y,N,N,N,N,,,N,,,N,,Prohibit,Partly,N,N,N,N,N,N,N,N,N,N,N,N
2562,42682,42682A20070524,1993-05-04,2006-03-10,GORMAN RUPP CO,OH,Y,Corp,N,,N,N,,N,N,N,N,N,N,,,N,,,N,,Allow,N,N,N,N,N,N,N,Require,Require,N,N,Allow,Allow
2563,42682,42682B20070524,2007-05-24,2016-03-11,GORMAN RUPP CO,OH,Y,Corp,N,,N,N,,N,N,N,N,N,N,,,N,,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2564,4281,4281A20200101,1999-01-01,1999-03-12,Howmet Aerospace Inc.,PA,Y,Corp,N,,Y,N,,Y,N,N,N,N,N,,,N,,,Y,,Prohibit,Partly,N,N,N,N,Y,N,Allow,Allow,Allow,Allow,Allow,Allow
2565,4281,4281B20200101,2000-01-01,2000-07-28,Howmet Aerospace Inc.,PA,Y,Corp,N,,Y,N,,Y,N,N,N,N,N,,,N,,,Y,,Prohibit,Partly,N,N,N,N,Y,N,Allow,Allow,Allow,Allow,Allow,Allow
2566,4281,4281C20200101,2010-04-01,2010-04-27,Howmet Aerospace Inc.,PA,Y,Corp,N,,Y,N,,Y,N,N,N,N,N,,,N,,,Y,,Prohibit,Partly,N,N,N,N,Y,N,Allow,Allow,Allow,Allow,Allow,Allow
2567,4281,4281D20200101,2012-05-07,2012-05-10,Howmet Aerospace Inc.,PA,Y,Corp,N,,Y,N,,Y,N,N,N,N,Y,N,N,N,,,Y,,Prohibit,Partly,N,N,N,N,Y,N,Allow,Allow,Allow,Allow,Allow,Allow
2568,4281,4281E20200101,2013-05-06,2013-05-08,Howmet Aerospace Inc.,PA,Y,Corp,N,,Y,N,,Y,N,N,N,N,Y,N,N,Y,Y,N,Y,,Prohibit,Partly,N,N,N,N,Y,N,Allow,Allow,Allow,Allow,Allow,Allow
2569,4281,4281F20200101,2014-10-23,2014-10-23,Howmet Aerospace Inc.,PA,Y,Corp,N,,Y,N,,Y,N,N,N,N,Y,N,N,Y,Y,N,Y,,Prohibit,Partly,N,N,N,N,Y,N,Allow,Allow,Allow,Allow,Allow,Allow
2570,4281,4281G20200101,2016-11-01,2016-11-09,Howmet Aerospace Inc.,PA,Y,Corp,N,,Y,N,,Y,N,N,N,N,Y,N,N,Y,Y,N,Y,,Prohibit,Partly,N,N,N,N,Y,N,Allow,Allow,Allow,Allow,Allow,Allow
2571,4281,4281H20200101,2018-01-04,2018-01-04,Howmet Aerospace Inc.,DE,Y,Corp,N,,Y,N,,Y,Y,N,N,N,Y,N,N,Y,Y,N,N,,Prohibit,Partly,N,N,N,N,Y,N,N,N,N,N,N,N
2572,4281,4281I20200101,2020-01-01,2020-02-06,Howmet Aerospace Inc.,DE,N,Corp,N,,Y,N,,Y,Y,N,N,N,Y,N,N,Y,Y,N,N,,Prohibit,Partly,N,N,N,N,Y,N,N,N,N,N,N,N
2573,42888,42888A20171208,1995-12-15,1996-03-19,GRACO INC,MN,Y,Corp,N,,Y,Y,N,Y,N,N,N,N,N,,,N,,,Y,,Prohibit,Partly,Y,N,N,N,Y,N,N,N,N,N,N,N
2574,42888,42888B20171208,2000-12-15,2001-03-16,GRACO INC,MN,N,Corp,N,,Y,Y,N,Y,N,N,N,N,N,,,N,,,Y,,Prohibit,Partly,Y,N,N,N,Y,N,N,N,N,N,N,N
2575,42888,42888C20171208,2002-05-14,2003-03-20,GRACO INC,MN,Y,Corp,N,,Y,Y,N,Y,N,N,N,N,N,,,N,,,Y,,Prohibit,Partly,Y,N,N,N,Y,N,N,N,N,N,N,N
2576,42888,42888D20171208,2004-02-20,2005-02-28,GRACO INC,MN,Y,Corp,N,,Y,Y,N,Y,N,N,N,N,N,,,N,,,Y,,Prohibit,Partly,Y,N,N,N,Y,N,N,N,N,N,N,N
2577,42888,42888E20171208,2007-06-14,2007-07-25,GRACO INC,MN,Y,Corp,N,,Y,Y,N,Y,N,N,N,N,N,,,N,,,Y,,Prohibit,Partly,Y,N,N,N,Y,N,N,N,N,N,N,N
2578,42888,42888F20171208,2013-04-26,2013-04-30,GRACO INC,MN,Y,Corp,N,,Y,Y,N,Y,N,N,N,N,N,,,N,,,Y,,Prohibit,Partly,Y,N,N,N,Y,N,N,N,N,N,N,N
2579,42888,42888G20171208,2014-06-13,2014-06-16,GRACO INC,MN,Y,Corp,N,,Y,Y,N,Y,N,N,N,N,N,,,N,,,Y,,Prohibit,Partly,Y,N,N,N,Y,N,N,N,N,N,N,N
2580,42888,42888H20171208,2017-12-08,2017-12-08,GRACO INC,MN,Y,Corp,N,,Y,Y,N,Y,N,N,N,N,N,,,N,,,Y,,Prohibit,Partly,Y,N,N,N,Y,N,N,N,N,N,N,N
2581,43300,43300A20080701,2008-07-01,2008-07-01,GREAT ATLANTIC & PACIFIC TEA CO INC,MD,Y,,N,,Y,N,,Y,N,N,N,N,N,,,N,,,N,,N,N,N,N,N,N,Y,Y,Require,Require,Require,Require,Allow,Allow
2582,43362,43362A20030917,1998-03-30,1998-03-30,GREAT LAKES CHEMICAL CORP,DE,Y,Corp,N,,N,N,,N,N,N,N,N,N,,,N,,,Y,,N,Partly,Y,N,N,N,Y,N,Require,Require,N,N,N,N
2583,43362,43362B20030917,2003-09-17,2003-11-10,GREAT LAKES CHEMICAL CORP,DE,Y,Corp,N,,N,N,,N,N,N,N,N,N,,,N,,,N,,N,Partly,Y,N,N,N,Y,N,Require,Require,N,N,N,N
2584,43704,43704A20040527,1996-10-11,1996-11-14,GREEN MOUNTAIN POWER CORP,VT,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2585,43704,43704B20040527,2004-05-27,2004-08-06,GREEN MOUNTAIN POWER CORP,VT,Y,,N,,Y,N,,Y,Y,N,N,N,N,,,N,,,N,,N,Partly,Y,N,N,N,Y,N,N,N,N,N,N,N
2586,43920,43920A20070315,1995-02-27,1995-01-27,"GREIF, INC",DE,N,Corp,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2587,43920,43920B20070315,1998-01-28,1998-01-28,"GREIF, INC",DE,Y,Corp,Y,Y,N,N,,N,N,N,N,N,N,,,N,,,N,,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
2588,43920,43920C20070315,2003-01-27,2003-01-27,"GREIF, INC",DE,N,Corp,Y,Y,N,N,,N,N,N,N,N,N,,,N,,,N,,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
2589,43920,43920D20070315,2007-03-15,2007-06-08,"GREIF, INC",DE,N,Corp,Y,Y,N,N,,N,N,N,N,N,N,,,N,,,N,,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
2590,4447,4447A20140512,1988-08-15,2006-08-08,HESS CORP,DE,Y,,N,,Y,Y,N,Y,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,,N,Partly,Y,N,N,N,Y,N,N,N,N,N,N,N
2591,4447,4447B20140512,2006-05-03,2006-08-08,HESS CORP,DE,N,,N,,Y,Y,N,Y,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,,N,Partly,Y,N,N,N,Y,N,N,N,N,N,N,N
2592,4447,4447C20140512,2013-05-22,2013-05-22,HESS CORP,DE,N,,N,,Y,Y,N,Y,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,2014,N,Partly,Y,N,N,N,Y,N,N,N,N,N,N,N
2593,4447,4447D20140512,2014-05-12,2014-05-13,HESS CORP,DE,N,,N,,Y,Y,N,Y,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,,N,Partly,Y,N,N,N,Y,N,N,N,N,N,N,N
2594,44471,44471A20021004,1999-06-08,1999-08-17,GUILFORD MILLS INC,DE,Y,,N,,Y,N,,Y,N,N,N,N,Y,Y,N,Y,Y,Y,Y,,N,Partly,Y,N,N,N,Y,N,N,N,N,N,N,N
2595,44471,44471B20021004,2000-07-24,2000-08-16,GUILFORD MILLS INC,DE,N,,N,,Y,Y,N,Y,N,N,N,N,Y,Y,Dir,Y,,N,Y,,N,Partly,Y,N,N,N,Y,N,N,N,N,N,N,N
2596,44471,44471C20021004,2002-10-04,2002-10-04,GUILFORD MILLS INC,DE,Y,,N,,N,N,,N,N,N,N,N,N,,,N,,,N,,Allow,N,N,N,N,N,Y,N,Require,Require,N,N,N,N
2597,45599,45599A20040504,1969-09-02,1994-03-30,HARLAND JOHN H CO,GA,Y,Corp,N,,Y,Y,Y,Y,N,N,N,N,N,,,N,,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2598,45599,45599B20040504,2004-05-04,2004-05-04,HARLAND JOHN H CO,GA,Y,Corp,N,,Y,N,,Y,N,N,N,N,N,,,N,,,N,,N,Partly,Y,N,N,N,Y,N,N,N,N,N,N,N
2599,45876,45876A19970923,1997-09-23,2013-08-08,HARSCO CORP,DE,Y,,N,,Y,Y,N,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,N,Partly,Y,N,N,N,Y,N,Allow,Allow,N,N,N,N
2600,45876,45876A19970923,1997-09-23,2013-08-08,HARSCO CORP,DE,Y,,N,,Y,Y,N,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,N,Partly,Y,N,N,N,Y,N,Allow,Allow,N,N,N,N
2601,46080,46080A20030523,1993-07-14,2000-08-16,"HASBRO, INC.",RI,Y,Corp,N,,Y,Y,N,Y,N,N,N,N,Y,Y,N,N,,,Y,,N,Partly,Y,N,N,N,Y,N,N,N,N,N,N,N
2602,46080,46080B20030523,2000-06-28,2000-08-16,"HASBRO, INC.",RI,N,Corp,N,,Y,Y,N,Y,N,N,N,N,Y,Y,N,N,,,Y,,N,Partly,Y,N,N,N,Y,N,N,N,N,N,N,N
2603,46080,46080C20030523,2003-05-23,2003-08-13,"HASBRO, INC.",RI,N,Corp,N,,Y,Y,N,Y,N,N,N,N,Y,Y,N,N,,,Y,2004,N,Partly,Y,N,N,N,Y,N,N,N,N,N,N,N
2604,46195,46195A20080425,1997-10-24,1998-03-12,BANK OF HAWAII CORP,HI,Y,Corp,N,,Y,N,,Y,N,N,N,N,N,,,N,,,N,,N,N,N,N,N,N,Y,N,Require,Require,Require,Require,Allow,Allow
2605,46195,46195B20080425,1998-02-04,2006-02-28,BANK OF HAWAII CORP,HI,Y,Corp,N,,Y,N,,Y,Y,N,N,N,Y,Y,Y,Y,,Y,Y,,N,Partly,Y,N,N,N,Y,N,N,N,N,N,N,N
2606,46195,46195C20080425,2002-04-26,2006-02-28,BANK OF HAWAII CORP,DE,N,Corp,N,,Y,N,,Y,Y,N,N,N,Y,Y,Y,Y,,Y,Y,,N,Partly,Y,N,N,N,Y,N,N,N,N,N,N,N
2607,46195,46195D20080425,2008-04-25,2008-04-30,BANK OF HAWAII CORP,DE,N,Corp,N,,Y,N,,Y,Y,N,N,N,Y,Y,Y,Y,,Y,Y,,N,Partly,Y,N,N,N,Y,N,N,N,N,N,N,N
2608,46640,46640A20130607,1994-07-13,2007-06-21,Kraft Heinz Foods Co,PA,Y,Corp,N,,Y,Y,N,Y,N,N,N,N,Y,N,N,Y,Y,N,N,,Prohibit,Partly,Y,N,N,N,Y,N,Allow,Allow,N,N,Allow,Allow
